114,"{'82490': 16, '82422': 14, '8242': 11, '82472': 14, '82972': 15, '20490': 14, '20422': 12, '2042': 9, '20472': 12, '20972': 13, '10890': 14, '10822': 12, '10490': 13, '10422': 11, '1042': 8, '10472': 11, '10972': 12, '56890': 16, '56822': 14, '5682': 11, '53490': 15, '53422': 13, '5342': 10, '5890': 13, '5822': 11, '582': 8, '5422': 10, '542': 7, '5472': 10, '5972': 11, '13682': 12, '13342': 11, '1382': 9, '13422': 11, '1342': 8, '134790': 16, '134722': 14, '13472': 11, '139722': 15, '13972': 12, '59682': 14, '59342': 13, '5982': 11, '59490': 15, '59422': 13, '5942': 10, '594790': 18, '599790': 19}"
115,{}
116,{}
117,"{'646018': 17, '646118': 17, '6412518': 18, '326018': 16, '326039': 17, '326118': 16, '3212518': 17, '166039': 16, '166081': 17, '166118': 15, '166139': 16, '166181': 17, '86039': 15, '86118': 14, '86139': 15, '86181': 16, '812518': 15, '812539': 16, '46039': 14, '46081': 15, '46118': 13, '46181': 15}"
118,"{'8129': 11, '8559': 13, '81139': 14}"
119,{}
120,{}
121,"{'5010211': 16, '5010311': 16, '1210211': 14, '1210311': 14}"
122,{}
123,"{'401210': 13, '401211': 13, '401251': 15, '401342': 15, '401310': 13, '4011942': 18, '201210': 12, '201211': 12, '201251': 14, '201384': 15, '201342': 14, '201310': 12, '2011984': 18, '2011942': 17, '105011': 13, '105051': 15, '101210': 11, '101211': 11, '101251': 13, '101384': 14, '101342': 13, '101310': 11, '101311': 11, '115011': 13, '111242': 13, '111210': 11, '111211': 11, '111384': 14, '111342': 13, '111310': 11, '1111984': 17, '255011': 14, '251242': 14, '251210': 12, '251211': 12, '251384': 15, '251342': 14, '2511984': 18, '2511942': 17, '535011': 15, '531242': 15, '531210': 13, '531211': 13, '531342': 15, '531310': 13, '5311942': 18, '1095010': 16, '1091242': 16, '1091210': 14, '1091342': 16, '1091310': 14, '10911910': 17}"
124,{}
125,"{'404122': 16, '201922': 14, '204122': 15, '10822': 12, '101922': 13, '104122': 14, '10415': 12, '56422': 14, '5645': 12, '53222': 13, '5325': 11, '51622': 12, '5165': 10, '5822': 11, '585': 9, '51922': 12, '5195': 10, '5415': 11, '13645': 13, '136427': 15, '13325': 12, '133227': 14, '13165': 11, '131627': 13, '1385': 10, '13827': 12, '13857': 13, '13195': 11, '131927': 13, '13415': 12, '134127': 14, '596427': 17, '593227': 16, '591627': 15, '591657': 16, '59827': 14, '59857': 15, '591927': 15, '594127': 16, '1216427': 18, '1213257': 18, '1211657': 17, '121827': 15, '121857': 16, '1211927': 16, '1211957': 17, '121415': 15, '1214127': 17}"
